name,host_star,ltr,disc_year,orb_period_ed,radius_e,temp_f,circumference_k,mass_e,density_e,temp_c,habit_code,solar_flux,circumference_m,disc_facility,disc_method
KELT-4 A b,KELT-4 A,b,2016,2.99,19.044,3339.0,"762,335",286.7,0.0414,2035.0,0,,"473,722",KELT,Transit
KELT-6 b,KELT-6,b,2014,7.85,14.572,2421.0,"583,320",165.3,0.0564,1525.0,0,,"362,480",KELT,Transit
KELT-6 c,KELT-6,c,2015,1276.0,13.0,,"520,392",1179.1,0.5354,,0,,"323,377",Multiple Observatories,Radial Velocity
KELT-7 b,KELT-7,b,2015,2.73,17.934,3744.0,"717,901",441.8,0.0802,2260.0,0,,"446,111",KELT,Transit
KELT-8 b,KELT-8,b,2015,3.24,18.159,3073.0,"726,908",209.8,0.0303,1887.0,0,,"451,707",KELT,Transit
KELT-9 b,KELT-9,b,2017,1.48,21.196,7348.0,"848,480",915.4,0.0962,4262.0,0,44900,"527,253",KELT-North,Transit
KIC 10001893 b,KIC 10001893,b,2014,0.22,,,0,,,,0,,0,Kepler,Orbital Brightness Modulation
KIC 10001893 c,KIC 10001893,c,2014,0.33,,,0,,,,0,,0,Kepler,Orbital Brightness Modulation
KIC 10001893 d,KIC 10001893,d,2014,0.81,,,0,,,,0,,0,Kepler,Orbital Brightness Modulation
KIC 10525077 b,KIC 10525077,b,2015,854.08,5.5,,"220,166",25.9,0.1552,,0,,"136,813",Kepler,Transit
KIC 3558849 b,KIC 3558849,b,2015,1322.3,6.9,,"276,208",38.1,0.1156,,0,,"171,638",Kepler,Transit
KIC 5095269 b,KIC 5095269,b,2017,237.69,12.6,,"504,380",2445.1,1.2196,,0,,"313,427",Kepler,Eclipse Timing Variations
KIC 5437945 b,KIC 5437945,b,2015,440.78,6.4,612.0,"256,193",33.6,0.1278,520.0,0,2.14,"159,201",Kepler,Transit
KIC 5951458 b,KIC 5951458,b,2015,1320.1,6.6,,"264,199",35.4,0.1229,,0,,"164,176",Kepler,Transit
KIC 7917485 b,KIC 7917485,b,2016,840.0,12.4,,"496,374",3750.4,1.9601,,0,,"308,452",Kepler,Pulsation Timing Variations
KIC 8540376 b,KOI-7892,b,2015,31.81,4.1,,"164,124",15.8,0.2287,,0,,"101,988",Kepler,Transit
KIC 8540376 c,KOI-7892,c,2015,75.2,2.4,,"96,072",6.4,0.4574,,0,,"59,700",Kepler,Transit
KIC 9663113 b,KIC 9663113,b,2015,572.38,4.6,533.0,"184,139",19.2,0.196,476.0,0,3.36,"114,426",Kepler,Transit
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,b,2018,,12.2,,"488,368",5700.0,3.1216,,0,,"303,477",KMTNet,Microlensing
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,b,2019,,13.1,,"524,395",1043.0,0.4628,,0,,"325,864",KMTNet,Microlensing
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,b,2018,,12.7,,"508,383",2200.0,1.0708,,0,,"315,914",KMTNet,Microlensing
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,b,2018,,12.9,,"516,389",1450.0,0.6733,,0,,"320,889",KMTNet,Microlensing
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,b,2019,,13.3,,"532,401",700.0,0.2958,,0,,"330,839",KMTNet,Microlensing
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,b,2018,,12.2,,"488,368",4923.0,2.7042,,0,,"303,477",KMTNet,Microlensing
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,b,2018,,6.45,,"258,195",34.0,0.1263,,0,,"160,445",KMTNet,Microlensing
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,b,2019,,13.4,,"536,404",640.0,0.265,,0,,"333,327",KMTNet,Microlensing
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,b,2019,,14.0,,"560,422",230.0,0.0837,,0,,"348,252",KMTNet,Microlensing
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,b,2020,,2.67,,"106,881",7.6,0.3975,,0,,"66,417",KMTNet,Microlensing
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,b,2020,,12.9,,"516,389",1400.0,0.6497,,0,,"320,889",KMTNet,Microlensing
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,b,2019,,12.9,,"516,389",111.0,0.0515,,0,,"320,889",KMTNet,Microlensing
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,b,2020,,13.7,,"548,413",397.0,0.1539,,0,,"340,789",KMTNet,Microlensing
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,b,2020,,14.1,,"564,425",200.0,0.0711,,0,,"350,739",KMTNet,Microlensing
KOI-12 b,KOI-12,b,2015,17.86,13.787,1697.0,"551,896",349.6,0.133,1123.0,0,196.51,"342,953",Kepler,Transit
KOI-1257 b,KOI-1257,b,2014,86.65,10.54,977.0,"421,918",460.8,0.3811,723.0,0,7.28,"262,184",Kepler,Transit
KOI-13 b,KOI-13,b,2011,1.76,16.948,4648.0,"678,431",2949.5,0.6534,2762.0,0,25339.9,"421,584",Kepler,Transit
KOI-142 b,KOI-142,b,2013,10.92,3.438,1422.0,"137,624",9.5,0.2341,970.0,0,68.56,"85,521",Kepler,Transit
KOI-142 c,KOI-142,c,2013,22.26,14.0,,"560,422",214.1,0.0779,,0,,"348,252",Kepler,Transit
KOI-1599.01,KOI-1599,c,2019,20.44,1.9,1246.0,"76,057",4.6,0.6697,872.0,0,44.8,"47,263",Kepler,Transit
KOI-1599.02,KOI-1599,b,2019,13.61,1.9,1417.0,"76,057",9.0,1.3085,967.0,0,76.81,"47,263",Kepler,Transit
KOI-1783.01,KOI-1783,b,2020,134.46,8.86,799.0,"354,667",71.0,0.1016,624.0,0,5.7,"220,394",Kepler,Transit
KOI-1783.02,KOI-1783,c,2020,284.21,5.44,635.0,"217,764",15.0,0.0926,533.0,0,2.49,"135,321",Kepler,Transit
KOI-217 b,KOI-217,b,2010,3.91,12.442,1940.0,"498,055",,,1258.0,0,272.03,"309,496",Kepler,Transit
KOI-351 b,KOI-351,b,2013,7.01,1.31,1969.0,"52,440",2.3,1.0073,1274.0,0,316.44,"32,586",Kepler,Transit
KOI-351 c,KOI-351,c,2013,8.72,1.19,1834.0,"47,636",1.8,1.0708,1199.0,0,236.31,"29,601",Kepler,Transit
KOI-351 d,KOI-351,d,2013,59.74,2.87,994.0,"114,887",8.6,0.363,732.0,0,18.17,"71,392",Kepler,Transit
KOI-351 e,KOI-351,e,2013,91.94,2.66,868.0,"106,480",7.6,0.4011,662.0,0,10.23,"66,168",Kepler,Transit
KOI-351 f,KOI-351,f,2013,124.91,2.88,790.0,"115,287",8.6,0.3612,619.0,0,6.8,"71,640",Kepler,Transit
KOI-351 g,KOI-351,g,2013,210.61,8.1,673.0,"324,244",254.3,,554.0,0,3.39,"201,489",Kepler,Transit
KOI-351 h,KOI-351,h,2013,331.6,11.3,587.0,"452,341",381.4,,506.0,0,1.85,"281,089",Kepler,Transit
KOI-3680 b,KOI-3680,b,2018,141.24,11.097,682.0,"444,215",613.4,0.4465,559.0,0,3.62,"276,039",Kepler,Transit
KOI-55 b,KOI-55,b,2011,0.24,0.759,,"30,383",0.4,1.0036,,0,,"18,880",Kepler,Orbital Brightness Modulation
KOI-55 c,KOI-55,c,2011,0.34,0.867,,"34,706",0.7,1.0018,,0,,"21,567",Kepler,Orbital Brightness Modulation
KOI-94 b,KOI-94,b,2013,3.74,1.71,2732.0,"68,452",10.5,1.833,1698.0,0,1053.18,"42,536",Kepler,Transit
KOI-94 c,KOI-94,c,2013,10.42,4.32,1879.0,"172,930",15.6,0.1652,1224.0,0,268.22,"107,461",Kepler,Transit
KOI-94 d,KOI-94,d,2013,22.34,11.27,1508.0,"451,140",106.0,0.0659,1018.0,0,97.12,"280,343",Kepler,Transit
KOI-94 e,KOI-94,e,2013,54.32,6.56,1109.0,"262,598",35.0,0.1089,796.0,0,29.7,"163,181",Kepler,Transit
KPS-1 b,KPS-1,b,2018,1.71,11.545,2684.0,"462,148",346.4,0.2377,1671.0,0,729,"287,183",Acton Sky Portal Observatory,Transit
Kapteyn c,Kapteyn,c,2014,121.54,2.54,,"101,677",7.0,0.4265,,0,,"63,183",Multiple Observatories,Radial Velocity
Kepler-10 b,Kepler-10,b,2011,0.84,1.481,3892.0,"59,285",4.6,1.4519,2342.0,0,3741.78,"36,840",Kepler,Transit
Kepler-10 c,Kepler-10,c,2011,45.29,2.323,1109.0,"92,990",7.4,0.5699,796.0,0,18.3,"57,785",Kepler,Transit
Kepler-100 b,Kepler-100,b,2014,6.89,1.32,2137.0,"52,840",7.3,2.5862,1367.0,0,478.21,"32,835",Kepler,Transit
Kepler-100 c,Kepler-100,c,2014,12.82,2.2,1748.0,"88,066",7.0,,1151.0,0,208.66,"54,725",Kepler,Transit
Kepler-100 d,Kepler-100,d,2014,35.33,1.61,1264.0,"64,449",3.0,,882.0,0,53.98,"40,049",Kepler,Transit
Kepler-1000 b,Kepler-1000,b,2016,120.02,4.76,909.0,"190,544",20.3,0.1869,685.0,0,18,"118,406",Kepler,Transit
Kepler-1001 b,Kepler-1001,b,2016,14.31,3.15,1305.0,"126,095",10.1,0.323,905.0,0,40.85,"78,357",Kepler,Transit
Kepler-1001 c,Kepler-1001,c,2020,9.18,1.578,,"63,168",3.1,0.7895,,0,,"39,253",Kepler,Transit
Kepler-1002 b,Kepler-1002,b,2016,4.34,1.71,2673.0,"68,452",3.6,0.7114,1665.0,0,981.68,"42,536",Kepler,Transit
Kepler-1003 b,Kepler-1003,b,2016,3.55,1.78,2140.0,"71,254",3.8,0.6751,1369.0,0,814.92,"44,278",Kepler,Transit
Kepler-1004 b,Kepler-1004,b,2016,5.29,6.28,3047.0,"251,389",32.5,0.1309,1873.0,0,1610.09,"156,216",Kepler,Transit
Kepler-1005 b,Kepler-1005,b,2016,6.5,1.5,1904.0,"60,045",2.9,0.8457,1238.0,0,301.33,"37,313",Kepler,Transit
Kepler-1006 b,Kepler-1006,b,2016,19.76,1.54,1481.0,"61,646",3.0,0.8167,1003.0,0,153.49,"38,308",Kepler,Transit
Kepler-1007 b,Kepler-1007,b,2016,5.19,1.44,1231.0,"57,643",2.7,0.8911,864.0,0,42.62,"35,820",Kepler,Transit
Kepler-1008 b,Kepler-1008,b,2016,12.44,1.28,1186.0,"51,239",2.2,1.0363,839.0,0,35.41,"31,840",Kepler,Transit
Kepler-1009 b,Kepler-1009,b,2016,11.35,2.17,783.0,"86,865",5.4,0.5227,615.0,0,11.56,"53,979",Kepler,Transit
Kepler-101 b,Kepler-101,b,2014,3.49,5.77,2781.0,"230,974",51.1,0.2632,1725.0,0,1240.33,"143,530",Kepler,Transit
Kepler-101 c,Kepler-101,c,2014,6.03,1.25,2601.0,"50,038",3.8,1.9056,1625.0,0,596.07,"31,094",Kepler,Transit
Kepler-1010 b,Kepler-1010,b,2016,34.27,2.32,916.0,"92,870",6.0,0.4791,689.0,0,10.17,"57,710",Kepler,Transit
Kepler-1011 b,Kepler-1011,b,2016,5.75,2.87,1714.0,"114,887",8.6,0.363,1132.0,0,108.79,"71,392",Kepler,Transit
Kepler-1012 b,Kepler-1012,b,2016,5.51,1.29,1739.0,"51,639",2.2,1.0272,1146.0,0,191.81,"32,089",Kepler,Transit
Kepler-1013 b,Kepler-1013,b,2016,18.93,2.15,1436.0,"86,065",5.3,0.5281,978.0,0,16.1,"53,482",Kepler,Transit
Kepler-1014 b,Kepler-1014,b,2016,16.57,2.39,1163.0,"95,672",6.3,0.461,826.0,0,33.48,"59,452",Kepler,Transit
Kepler-1015 b,Kepler-1015,b,2016,16.0,3.55,1930.0,"142,107",12.3,0.274,1252.0,0,172.11,"88,307",Kepler,Transit
Kepler-1016 b,Kepler-1016,b,2016,1.95,2.18,2830.0,"87,266",5.4,0.5191,1752.0,0,1445.2,"54,228",Kepler,Transit
Kepler-1016 c,Kepler-1016,c,2016,105.66,3.68,790.0,"147,311",13.1,0.2613,619.0,0,7.07,"91,540",Kepler,Transit
Kepler-1017 b,Kepler-1017,b,2016,7.23,1.99,1553.0,"79,660",4.6,0.5844,1043.0,0,119.6,"49,502",Kepler,Transit
Kepler-1018 b,Kepler-1018,b,2016,49.1,2.58,954.0,"103,278",7.2,0.4174,710.0,0,12.1,"64,178",Kepler,Transit
Kepler-1019 b,Kepler-1019,b,2016,1.41,1.46,2153.0,"58,444",2.7,0.8748,1376.0,0,330.25,"36,318",Kepler,Transit
Kepler-102 b,Kepler-102,b,2014,5.29,0.47,1483.0,"18,814",4.3,,1004.0,0,90.33,"11,691",Kepler,Transit
Kepler-102 c,Kepler-102,c,2014,7.07,0.58,1352.0,"23,218",3.0,,931.0,0,61.32,"14,428",Kepler,Transit
Kepler-102 d,Kepler-102,d,2014,10.31,1.18,1199.0,"47,236",3.8,2.4083,846.0,0,37.04,"29,353",Kepler,Transit
Kepler-102 e,Kepler-102,e,2013,16.15,2.22,1040.0,"88,867",8.9,0.8494,758.0,0,20.39,"55,223",Kepler,Transit
Kepler-102 f,Kepler-102,f,2014,27.45,0.88,880.0,"35,227",5.2,,669.0,0,10.05,"21,890",Kepler,Transit
Kepler-1020 b,Kepler-1020,b,2016,96.92,2.28,643.0,"91,269",5.8,0.49,537.0,0,2.34,"56,715",Kepler,Transit
Kepler-1021 b,Kepler-1021,b,2016,13.47,2.33,1199.0,"93,270",6.0,0.4755,846.0,0,50.37,"57,959",Kepler,Transit
Kepler-1022 b,Kepler-1022,b,2016,10.99,2.36,979.0,"94,471",6.2,0.4682,724.0,0,19.26,"58,705",Kepler,Transit
Kepler-1023 b,Kepler-1023,b,2016,62.14,2.63,1001.0,"105,279",7.4,0.4065,736.0,0,6.98,"65,422",Kepler,Transit
Kepler-1024 b,Kepler-1024,b,2016,66.42,3.91,734.0,"156,518",14.5,0.2414,588.0,0,5.45,"97,262",Kepler,Transit
Kepler-1025 b,Kepler-1025,b,2016,37.32,1.98,3035.0,"79,260",4.6,0.588,1866.0,0,17.95,"49,253",Kepler,Transit
Kepler-1026 b,Kepler-1026,b,2016,36.52,2.21,823.0,"88,467",5.5,0.51,637.0,0,5.99,"54,974",Kepler,Transit
Kepler-1027 b,Kepler-1027,b,2016,1.91,0.89,2340.0,"35,627",0.6,0.9056,1480.0,0,1162.51,"22,139",Kepler,Transit
Kepler-1028 b,Kepler-1028,b,2016,2.51,1.33,2248.0,"53,240",2.3,0.9873,1429.0,0,519.64,"33,084",Kepler,Transit
Kepler-1029 b,Kepler-1029,b,2016,4.42,1.26,1480.0,"50,438",2.1,1.0617,1002.0,0,92.16,"31,343",Kepler,Transit
Kepler-103 b,Kepler-103,b,2014,15.97,3.37,1627.0,"134,902",9.7,0.2505,1084.0,0,150.54,"83,829",Kepler,Transit
Kepler-103 c,Kepler-103,c,2014,179.61,5.14,758.0,"205,755",36.1,0.2668,601.0,0,5.97,"127,858",Kepler,Transit
Kepler-1030 b,Kepler-1030,b,2016,19.33,2.48,1010.0,"99,275",6.7,0.4392,741.0,0,16.88,"61,690",Kepler,Transit
Kepler-1031 b,Kepler-1031,b,2016,1.23,0.87,3701.0,"34,826",0.6,0.8929,2236.0,0,3973.86,"21,641",Kepler,Transit
Kepler-1032 b,Kepler-1032,b,2016,3.29,1.87,1501.0,"74,856",4.2,0.6352,1014.0,0,176.14,"46,516",Kepler,Transit
Kepler-1033 b,Kepler-1033,b,2016,7.56,2.51,1703.0,"100,476",6.8,0.4319,1126.0,0,159.42,"62,437",Kepler,Transit
Kepler-1034 b,Kepler-1034,b,2016,12.12,2.26,1273.0,"90,468",5.7,0.4955,887.0,0,36.79,"56,218",Kepler,Transit
Kepler-1035 b,Kepler-1035,b,2016,2.71,1.17,2399.0,"46,835",1.7,1.0653,1513.0,0,1180.06,"29,104",Kepler,Transit
Kepler-1036 b,Kepler-1036,b,2016,122.88,3.01,644.0,"120,491",9.3,0.3412,538.0,0,2.82,"74,874",Kepler,Transit
Kepler-1037 b,Kepler-1037,b,2016,1.06,1.28,3028.0,"51,239",2.2,1.0363,1862.0,0,1015.43,"31,840",Kepler,Transit
Kepler-1038 b,Kepler-1038,b,2016,148.46,3.53,571.0,"141,307",12.2,0.2759,497.0,0,1.51,"87,809",Kepler,Transit
Kepler-1039 b,Kepler-1039,b,2016,0.93,1.46,3802.0,"58,444",2.7,0.8748,2292.0,0,668.13,"36,318",Kepler,Transit
Kepler-104 b,Kepler-104,b,2014,11.43,3.1,1591.0,"124,094",19.6,0.657,1064.0,0,119.91,"77,113",Kepler,Transit
Kepler-104 c,Kepler-104,c,2014,23.67,3.13,1260.0,"125,294",10.0,0.323,880.0,0,45.44,"77,859",Kepler,Transit
Kepler-104 d,Kepler-104,d,2014,51.76,3.58,985.0,"143,308",12.5,0.2722,727.0,0,16.01,"89,053",Kepler,Transit
Kepler-1040 b,Kepler-1040,b,2016,201.12,2.08,598.0,"83,263",5.0,0.5517,512.0,0,2.12,"51,740",Kepler,Transit
Kepler-1041 b,Kepler-1041,b,2016,24.76,2.94,1217.0,"117,689",9.0,0.3521,856.0,0,117.96,"73,133",Kepler,Transit
Kepler-1042 b,Kepler-1042,b,2016,10.13,2.19,1091.0,"87,666",5.4,0.5154,786.0,0,25.66,"54,477",Kepler,Transit
Kepler-1043 b,Kepler-1043,b,2016,38.51,2.55,1015.0,"102,077",7.0,0.4229,744.0,0,21.69,"63,432",Kepler,Transit
Kepler-1044 b,Kepler-1044,b,2016,6.77,2.67,1962.0,"106,881",7.6,0.3993,1270.0,0,218.5,"66,417",Kepler,Transit
Kepler-1045 b,Kepler-1045,b,2016,26.41,2.69,979.0,"107,681",7.7,0.3938,724.0,0,19.13,"66,914",Kepler,Transit
Kepler-1046 b,Kepler-1046,b,2016,14.38,1.71,1472.0,"68,452",3.6,0.7114,998.0,0,90.16,"42,536",Kepler,Transit
Kepler-1047 b,Kepler-1047,b,2016,56.19,2.09,963.0,"83,663",5.0,0.5481,715.0,0,28.85,"51,989",Kepler,Transit
Kepler-1047 c,Kepler-1047,c,2016,3.19,0.99,2414.0,"39,630",0.9,0.9637,1521.0,0,1323.07,"24,626",Kepler,Transit
Kepler-1048 b,Kepler-1048,b,2016,6.92,1.61,1172.0,"64,449",3.2,0.7695,831.0,0,96.98,"40,049",Kepler,Transit
Kepler-1049 b,Kepler-1049,b,2016,3.27,0.95,1183.0,"38,029",0.8,0.9401,837.0,0,50.43,"23,631",Kepler,Transit
Kepler-105 b,Kepler-105,b,2013,5.41,4.81,2610.0,"192,545",5.1,0.0457,1630.0,0,341.81,"119,649",Kepler,Transit
Kepler-105 c,Kepler-105,c,2014,7.13,1.31,1852.0,"52,440",4.6,2.0327,1209.0,0,161,"32,586",Kepler,Transit
Kepler-1050 b,Kepler-1050,b,2016,15.38,1.6,1928.0,"64,048",3.2,0.7768,1251.0,0,62.02,"39,800",Kepler,Transit
Kepler-1050 c,Kepler-1050,c,2016,21.13,1.48,1741.0,"59,245",2.8,0.8584,1147.0,0,40.64,"36,815",Kepler,Transit
Kepler-1051 b,Kepler-1051,b,2016,25.96,3.4,1588.0,"136,103",11.5,0.2922,1062.0,0,87.46,"84,575",Kepler,Transit
Kepler-1052 b,Kepler-1052,b,2016,34.85,2.93,997.0,"117,288",8.9,0.3539,734.0,0,20.98,"72,884",Kepler,Transit
Kepler-1053 b,Kepler-1053,b,2016,2.41,0.98,1773.0,"39,230",0.9,0.9583,1165.0,0,139.82,"24,378",Kepler,Transit
Kepler-1054 b,Kepler-1054,b,2016,4.31,2.63,2176.0,"105,279",7.4,0.4065,1389.0,0,760.52,"65,422",Kepler,Transit
Kepler-1055 b,Kepler-1055,b,2016,2.3,1.23,2405.0,"49,237",2.0,1.0926,1516.0,0,647.26,"30,596",Kepler,Transit
Kepler-1056 b,Kepler-1056,b,2016,27.5,3.01,1120.0,"120,491",9.3,0.3412,802.0,0,56.91,"74,874",Kepler,Transit
Kepler-1057 b,Kepler-1057,b,2016,14.09,3.36,1361.0,"134,501",11.2,0.294,936.0,0,69.21,"83,580",Kepler,Transit
Kepler-1058 b,Kepler-1058,b,2016,110.97,2.72,488.0,"108,882",7.8,0.3884,451.0,0,0.77,"67,660",Kepler,Transit
Kepler-1059 b,Kepler-1059,b,2016,3.76,1.73,1692.0,"69,252",3.6,0.7005,1120.0,0,174.07,"43,034",Kepler,Transit
Kepler-106 b,Kepler-106,b,2014,6.16,0.82,1895.0,"32,825",5.3,,1233.0,0,277.22,"20,398",Kepler,Transit
Kepler-106 c,Kepler-106,c,2014,13.57,2.5,1471.0,"100,075",10.4,0.5953,997.0,0,96.91,"62,188",Kepler,Transit
Kepler-106 d,Kepler-106,d,2014,23.98,0.95,1226.0,"38,029",8.1,,861.0,0,45.36,"23,631",Kepler,Transit
Kepler-106 e,Kepler-106,e,2014,43.84,2.56,1013.0,"102,477",11.2,0.5626,743.0,0,20.29,"63,680",Kepler,Transit
Kepler-1060 b,Kepler-1060,b,2016,46.88,2.38,929.0,"95,272",6.3,0.4628,696.0,0,17.42,"59,203",Kepler,Transit
Kepler-1061 b,Kepler-1061,b,2016,2.76,1.98,2455.0,"79,260",4.6,0.588,1544.0,0,788.5,"49,253",Kepler,Transit
Kepler-1062 b,Kepler-1062,b,2016,9.3,1.76,1107.0,"70,453",3.8,0.686,795.0,0,33.76,"43,780",Kepler,Transit
Kepler-1063 b,Kepler-1063,b,2016,14.08,1.49,1733.0,"59,645",2.8,0.853,1143.0,0,54.93,"37,064",Kepler,Transit
Kepler-1064 b,Kepler-1064,b,2016,16.54,1.55,1084.0,"62,047",3.0,0.8094,782.0,0,24.87,"38,556",Kepler,Transit
Kepler-1065 b,Kepler-1065,b,2016,3.61,3.73,2023.0,"149,313",13.4,0.2577,1304.0,0,419.91,"92,784",Kepler,Transit
Kepler-1065 c,Kepler-1065,c,2016,2.37,1.6,2318.0,"64,048",3.2,0.7768,1468.0,0,734.62,"39,800",Kepler,Transit
Kepler-1066 b,Kepler-1066,b,2016,1.93,2.36,2380.0,"94,471",6.2,0.4682,1502.0,0,710.02,"58,705",Kepler,Transit
Kepler-1067 b,Kepler-1067,b,2016,0.76,0.8,3427.0,"32,024",0.4,0.8512,2084.0,0,2761.76,"19,900",Kepler,Transit
Kepler-1068 b,Kepler-1068,b,2016,16.92,3.63,1321.0,"145,310",12.8,0.2668,914.0,0,55.93,"90,297",Kepler,Transit
Kepler-1069 b,Kepler-1069,b,2016,23.9,1.6,1539.0,"64,048",3.2,0.7768,1035.0,0,78.17,"39,800",Kepler,Transit
Kepler-107 b,Kepler-107,b,2014,3.18,1.536,2925.0,"61,486",3.5,0.9619,1805.0,0,1175.38,"38,208",Kepler,Transit
Kepler-107 c,Kepler-107,c,2014,4.9,1.597,2540.0,"63,928",9.4,2.2958,1591.0,0,659.65,"39,726",Kepler,Transit
Kepler-107 d,Kepler-107,d,2014,7.96,0.86,2169.0,"34,426",3.8,6.0073,1385.0,0,346.11,"21,393",Kepler,Transit
Kepler-107 e,Kepler-107,e,2014,14.75,2.903,1777.0,"116,208",8.6,0.363,1167.0,0,151.94,"72,213",Kepler,Transit
Kepler-1070 b,Kepler-1070,b,2016,6.22,1.73,2039.0,"69,252",3.6,0.7005,1313.0,0,380.13,"43,034",Kepler,Transit
Kepler-1071 b,Kepler-1071,b,2016,6.18,2.38,1523.0,"95,272",6.3,0.4628,1026.0,0,45.12,"59,203",Kepler,Transit
Kepler-1072 b,Kepler-1072,b,2016,1.57,1.58,3386.0,"63,248",3.1,0.7895,2061.0,0,2944,"39,303",Kepler,Transit
Kepler-1073 b,Kepler-1073,b,2016,8.68,2.3,1687.0,"92,069",5.9,0.4828,1117.0,0,128.55,"57,213",Kepler,Transit
Kepler-1073 c,Kepler-1073,c,2016,4.03,1.64,2162.0,"65,649",3.3,0.7532,1381.0,0,357.08,"40,795",Kepler,Transit
Kepler-1074 b,Kepler-1074,b,2016,5.95,1.25,1080.0,"50,038",2.1,1.0726,780.0,0,27.57,"31,094",Kepler,Transit
Kepler-1075 b,Kepler-1075,b,2016,1.52,1.42,1530.0,"56,843",2.6,0.9056,1030.0,0,143.97,"35,323",Kepler,Transit
Kepler-1076 b,Kepler-1076,b,2016,6.15,0.8,1444.0,"32,024",0.4,0.8512,982.0,0,83.18,"19,900",Kepler,Transit
Kepler-1077 b,Kepler-1077,b,2016,34.35,2.77,1094.0,"110,884",8.1,0.3793,788.0,0,26.93,"68,904",Kepler,Transit
Kepler-1078 b,Kepler-1078,b,2016,3.01,1.9,2077.0,"76,057",4.3,0.6207,1334.0,0,373.99,"47,263",Kepler,Transit
Kepler-1079 b,Kepler-1079,b,2016,13.25,1.63,1654.0,"65,249",3.3,0.7568,1099.0,0,195.35,"40,546",Kepler,Transit
Kepler-108 b,Kepler-108,b,2014,49.18,8.65,1262.0,"346,261",56.0,0.0862,881.0,0,47.4,"215,170",Kepler,Transit
Kepler-108 c,Kepler-108,c,2014,190.32,8.18,824.0,"327,447",50.9,0.0927,638.0,0,7.8,"203,479",Kepler,Transit
Kepler-1080 b,Kepler-1080,b,2016,77.25,3.28,1044.0,"131,299",10.8,0.3049,760.0,0,55.45,"81,590",Kepler,Transit
Kepler-1081 b,Kepler-1081,b,2016,3.86,1.01,1807.0,"40,430",1.0,0.9782,1184.0,0,225.22,"25,124",Kepler,Transit
Kepler-1082 b,Kepler-1082,b,2016,1.54,1.12,3346.0,"44,834",1.5,1.0363,2039.0,0,2949.56,"27,860",Kepler,Transit
Kepler-1083 b,Kepler-1083,b,2016,33.42,3.36,864.0,"134,501",11.2,0.294,660.0,0,10.15,"83,580",Kepler,Transit
Kepler-1084 b,Kepler-1084,b,2016,2.05,1.11,3184.0,"44,433",1.4,1.029,1949.0,0,1766.59,"27,611",Kepler,Transit
Kepler-1085 b,Kepler-1085,b,2016,219.32,7.22,621.0,"289,018",41.2,0.1093,525.0,0,2.06,"179,598",Kepler,Transit
Kepler-1085 c,Kepler-1085,c,2020,56.78,3.268,,"130,819",10.7,0.3049,,0,,"81,292",Kepler,Transit
Kepler-1086 b,Kepler-1086,b,2016,18.78,2.44,837.0,"97,674",6.5,0.4483,645.0,0,9.16,"60,695",Kepler,Transit
Kepler-1086 c,Kepler-1086,c,2016,161.52,2.94,437.0,"117,689",9.0,0.3521,423.0,0,0.52,"73,133",Kepler,Transit
Kepler-1087 b,Kepler-1087,b,2016,0.69,0.61,3947.0,"24,418",0.2,0.7241,2373.0,0,3496.49,"15,174",Kepler,Transit
Kepler-1088 b,Kepler-1088,b,2016,23.13,1.42,1258.0,"56,843",2.6,0.9056,879.0,0,44.89,"35,323",Kepler,Transit
Kepler-1089 b,Kepler-1089,b,2016,5.13,1.83,1109.0,"73,255",4.0,0.6534,796.0,0,26.27,"45,521",Kepler,Transit
Kepler-109 b,Kepler-109,b,2014,6.48,2.37,2119.0,"94,872",7.3,,1357.0,0,432.33,"58,954",Kepler,Transit
Kepler-109 c,Kepler-109,c,2014,21.22,2.52,1445.0,"100,876",21.8,,983.0,0,88.92,"62,685",Kepler,Transit
Kepler-1090 b,Kepler-1090,b,2016,198.68,2.25,592.0,"90,068",5.7,0.4973,509.0,0,1.82,"55,969",Kepler,Transit
Kepler-1091 b,Kepler-1091,b,2016,1.43,1.46,3053.0,"58,444",2.7,0.8748,1876.0,0,1740.86,"36,318",Kepler,Transit
Kepler-1092 b,Kepler-1092,b,2016,58.6,2.07,972.0,"82,862",4.9,0.5554,720.0,0,17.02,"51,492",Kepler,Transit
Kepler-1093 b,Kepler-1093,b,2016,25.08,1.95,1454.0,"78,059",4.5,0.6007,988.0,0,85.76,"48,507",Kepler,Transit
Kepler-1093 c,Kepler-1093,c,2016,89.72,1.96,972.0,"78,459",4.5,0.5953,720.0,0,15.69,"48,755",Kepler,Transit
